iter	Logloss
0	0.2292554456
1	0.1200571026
2	0.09262946475
3	0.08302564544
4	0.07888420464
5	0.07645924993
6	0.0741595196
7	0.07215841995
8	0.07030839292
9	0.06931868216
10	0.06871028826
11	0.06767050892
12	0.06708372338
13	0.06664729599
14	0.06552794932
15	0.06511135593
16	0.06468791145
17	0.06440033257
18	0.06421154752
19	0.06358894217
20	0.0627085471
21	0.0622606715
22	0.06177106099
23	0.06152735782
24	0.06084824312
25	0.06045308707
26	0.05998785685
27	0.05954381356
28	0.05936492746
29	0.05895677033
30	0.05880212365
31	0.05839120659
32	0.05817331038
33	0.05801396424
34	0.05780242146
35	0.0575742131
36	0.05733913683
37	0.05720723101
38	0.05701536317
39	0.05693931259
40	0.05652397686
41	0.05641337587
42	0.05586144225
43	0.05575372654
44	0.05544152634
45	0.0552681275
46	0.0550722529
47	0.05494133492
48	0.05486948628
49	0.05456979674
50	0.05442217823
51	0.05432705266
52	0.05413557275
53	0.05393725154
54	0.05375469115
55	0.05343045612
56	0.05332739892
57	0.05313294102
58	0.05300504921
59	0.05289549033
60	0.05280208262
61	0.05263665762
62	0.05245913152
63	0.05237783212
64	0.05227973699
65	0.05208052637
66	0.05202571423
67	0.05195275247
68	0.05175793439
69	0.05161536347
70	0.05150184842
71	0.05135485757
72	0.05129044066
73	0.05122918241
74	0.0511260648
75	0.05102450499
76	0.05092623159
77	0.05083138076
78	0.05077078268
79	0.05069154812
80	0.05060318205
81	0.05052288014
82	0.05046828982
83	0.0503988831
84	0.05018255655
85	0.05009707092
86	0.05000196344
87	0.04990269255
88	0.04977871595
89	0.04966086881
90	0.04951064213
91	0.04947059839
92	0.04942812841
93	0.04939562237
94	0.04934097058
95	0.04923186463
96	0.04914726318
97	0.0490555011
98	0.04881225464
99	0.04874321895
100	0.04868879964
101	0.04853286157
102	0.04839919676
103	0.04830031739
104	0.04820471221
105	0.04817379998
106	0.04811793872
107	0.04803725251
108	0.04798709665
109	0.04795356544
110	0.04776854499
111	0.04773989395
112	0.04769826364
113	0.04753853923
114	0.04744801677
115	0.04738125552
116	0.04733798922
117	0.04729868756
118	0.04725655491
119	0.04721839891
120	0.04715527701
121	0.04707735551
