iter	Logloss
122	0.04703695156
123	0.04695243205
124	0.04689200984
125	0.04687372994
126	0.04684597519
127	0.04677441928
128	0.04672230701
129	0.04668859389
130	0.04660969664
131	0.04643025274
132	0.04623635502
133	0.04618884223
134	0.04605404758
135	0.04599942593
136	0.04595132767
137	0.04592268748
138	0.04588120534
139	0.04584251445
140	0.0457727776
141	0.04574736477
142	0.04569231305
143	0.04566304762
144	0.04560607686
145	0.04557389971
146	0.04552227774
147	0.04543554522
148	0.04527424387
149	0.04519125791
150	0.0450761153
151	0.04503822193
152	0.04500858908
153	0.04496147744
154	0.04492162523
155	0.0448579781
156	0.044816967
157	0.04478021566
158	0.04473831189
159	0.04473802397
160	0.04468645621
161	0.04464903989
162	0.04457406269
163	0.04453002782
164	0.04447567603
165	0.04436455947
166	0.04432010297
167	0.04421399307
168	0.0441534733
169	0.04411702795
170	0.04408517607
171	0.04403950765
172	0.0440139599
173	0.04398290673
174	0.04395291007
175	0.04395269925
176	0.04395254264
177	0.04395238001
178	0.04395219931
179	0.04395202342
180	0.04395168852
181	0.0439512982
182	0.04395097414
183	0.04395063562
184	0.04394995859
185	0.04394987788
186	0.04394987788
187	0.04394987788
188	0.04394987788
189	0.04394987788
190	0.04394987788
191	0.04394987788
192	0.04394987788
193	0.04394987788
194	0.04394987788
195	0.04394987788
196	0.04394987788
197	0.04394987788
198	0.04394987788
199	0.04394987788
200	0.04394987788
201	0.04394987788
202	0.04394987788
203	0.04394987788
204	0.04394987788
205	0.04394987788
206	0.04394987788
207	0.04394987788
208	0.04394987788
209	0.04394987788
210	0.04394987788
211	0.04394987788
212	0.04394987788
213	0.04394987788
214	0.04394987788
215	0.04394987788
216	0.04394987788
217	0.04394987788
218	0.04394987788
219	0.04394987788
220	0.04394987788
221	0.04394987788
222	0.04394987788
223	0.04394987788
224	0.04394987788
225	0.04394987788
226	0.04394987788
227	0.04394987788
228	0.04394987788
229	0.04394987788
230	0.04394987788
231	0.04394987788
232	0.04394987788
233	0.04394987788
234	0.04394987788
235	0.04394987788
236	0.04394987788
237	0.04394987788
238	0.04394987788
239	0.04394987788
240	0.04394987788
241	0.04394987788
242	0.04394987788
243	0.04394987788
244	0.04394987788
245	0.04394987788
246	0.04394987788
247	0.04394987788
248	0.04394987788
249	0.04394987788
250	0.04394987788
251	0.04394987788
252	0.04394987788
253	0.04394987788
254	0.04394987788
255	0.04394987788
256	0.04394987788
257	0.04394987788
258	0.04394987788
259	0.04394987788
260	0.04394987788
261	0.04394987788
262	0.04394987788
263	0.04394987788
264	0.04394987788
265	0.04394987788
266	0.04394987788
267	0.04394987788
268	0.04394987788
269	0.04394987788
270	0.04394987788
271	0.04394987788
272	0.04394987788
273	0.04394987788
274	0.04394987788
275	0.04394987788
276	0.04394987788
277	0.04394987788
278	0.04394987788
279	0.04394987788
280	0.04394987788
281	0.04394987788
282	0.04394987788
283	0.04394987788
284	0.04394987788
285	0.04394987788
286	0.04394987788
287	0.04394987788
288	0.04394987788
289	0.04394987788
290	0.04394987788
291	0.04394987788
292	0.04394987788
293	0.04394987788
294	0.04394987788
295	0.04394987788
296	0.04394987788
297	0.04394987788
298	0.04394987788
299	0.04394987788
300	0.04394987788
301	0.04394987788
302	0.04394987788
303	0.04394987788
304	0.04394987788
305	0.04394987788
306	0.04394987788
307	0.04394987788
308	0.04394987788
309	0.04394987788
310	0.04394987788
311	0.04394987788
312	0.04394987788
313	0.04394987788
314	0.04394987788
315	0.04394987788
316	0.04394987788
317	0.04394987788
318	0.04394987788
319	0.04394987788
320	0.04394987788
321	0.04394987788
322	0.04394987788
323	0.04394987788
324	0.04394987788
325	0.04394987788
326	0.04394987788
327	0.04394987788
328	0.04394987788
329	0.04394987788
330	0.04394987788
331	0.04394987788
332	0.04394987788
333	0.04394987788
334	0.04394987788
335	0.04394987788
336	0.04394987788
337	0.04394987788
338	0.04394987788
339	0.04394987788
340	0.04394987788
341	0.04394987788
342	0.04394987788
343	0.04394987788
344	0.04394987788
345	0.04394987788
346	0.04394987788
347	0.04394987788
348	0.04394987788
349	0.04394987788
350	0.04394987788
351	0.04394987788
352	0.04394987788
353	0.04394987788
354	0.04394987788
355	0.04394987788
356	0.04394987788
357	0.04394987788
358	0.04394987788
359	0.04394987788
360	0.04394987788
361	0.04394987788
362	0.04394987788
363	0.04394987788
364	0.04394987788
365	0.04394987788
366	0.04394987788
367	0.04394987788
368	0.04394987788
369	0.04394987788
370	0.04394987788
371	0.04394987788
372	0.04394987788
373	0.04394987788
374	0.04394987788
375	0.04394987788
376	0.04394987788
377	0.04394987788
378	0.04394987788
379	0.04394987788
380	0.04394987788
381	0.04394987788
382	0.04394987788
383	0.04394987788
384	0.04394987788
385	0.04394987788
386	0.04394987788
387	0.04394987788
388	0.04394987788
389	0.04394987788
390	0.04394987788
391	0.04394987788
392	0.04394987788
393	0.04394987788
394	0.04394987788
395	0.04394987788
396	0.04394987788
397	0.04394987788
398	0.04394987788
399	0.04394987788
400	0.04394987788
401	0.04394987788
402	0.04394987788
403	0.04394987788
404	0.04394987788
405	0.04394987788
406	0.04394987788
407	0.04394987788
408	0.04394987788
409	0.04394987788
410	0.04394987788
411	0.04394987788
412	0.04394987788
413	0.04394987788
414	0.04394987788
415	0.04394987788
416	0.04394987788
417	0.04394987788
418	0.04394987788
419	0.04394987788
420	0.04394987788
421	0.04394987788
422	0.04394987788
423	0.04394987788
424	0.04394987788
425	0.04394987788
426	0.04394987788
427	0.04394987788
428	0.04394987788
429	0.04394987788
430	0.04394987788
431	0.04394987788
432	0.04394987788
433	0.04394987788
434	0.04394987788
435	0.04394987788
436	0.04394987788
437	0.04394987788
438	0.04394987788
439	0.04394987788
440	0.04394987788
441	0.04394987788
442	0.04394987788
443	0.04394987788
444	0.04394987788
445	0.04394987788
446	0.04394987788
447	0.04394987788
448	0.04394987788
449	0.04394987788
450	0.04394987788
451	0.04394987788
452	0.04394987788
453	0.04394987788
454	0.04394987788
455	0.04394987788
456	0.04394987788
457	0.04394987788
458	0.04394987788
459	0.04394987788
460	0.04394987788
461	0.04394987788
462	0.04394987788
463	0.04394987788
464	0.04394987788
465	0.04394987788
466	0.04394987788
467	0.04394987788
468	0.04394987788
469	0.04394987788
470	0.04394987788
471	0.04394987788
472	0.04394987788
473	0.04394987788
474	0.04394987788
475	0.04394987788
476	0.04394987788
477	0.04394987788
478	0.04394987788
479	0.04394987788
480	0.04394987788
481	0.04394987788
482	0.04394987788
483	0.04394987788
484	0.04394987788
485	0.04394987788
486	0.04394987788
487	0.04394987788
488	0.04394987788
489	0.04394987788
490	0.04394987788
491	0.04394987788
492	0.04394987788
493	0.04394987788
494	0.04394987788
495	0.04394987788
496	0.04394987788
497	0.04394987788
498	0.04394987788
499	0.04394987788
